,Album,Album URL,Artist,Featured Artists,Lyrics,Media,Rank,Release Date,Song Title,Song URL,Writers,Year
589,Colors,https://genius.com/albums/Beck/Colors,Beck,[],"[Intro] Giddy up, giddy up Giddy up Giddy up, giddy up  [Verse 1] Wanna move into a fool's gold room With my pulse on the animal jewels Of the rules that you choose to use to get loose With the luminous moves Bored of these limits, let me get, let me get it like—  [Chorus] —wow! It's like, right now It's like, wow! It's like, right— —right now It's like, wow! It's like, right now It's like, wow! It's like, right now Oh, wow!  [Verse 2] It's my life, your life Live it once, can't live it twice So nice, so nice Smooth like a tidal wave, take you on a getaway My friends, your friends Livin' every day like it's just about to end Now we're pissin' in the wind 'cause it's so pine fresh Right now Yeah I, I wanna get it like—  [Chorus] —wow! It's like, right now It's like, wow! It's like— (Giddy up) —wow! It's like, right now Wow! Wow! Oh, wow, it's like, right now  [Verse 3] It's your life Falling like a hot knife Call your wife; secular times, these times My demon's on the cell phone To your demons, nothing's even right or wrong It's irrelevant, elephant in the room goes, ""Boom,"" Standing on the lawn doin' jiu jitsu Girl in a bikini with the Lamborghini shih tzu  [Bridge] It's your life You gotta try to get it right Look around, don't forget where you came from It's just another perfect night We're gonna take it around the world (Wow!) We're gonna take it around the world (Wow!) Ride these wild horses (Wow!) Ride these wild horses (Wow!) We're gonna take it around the world  [Outro: Beck + child] Like— (Wow—wow!) Giddy up, giddy up Like— Giddy up! Wow! What a beautiful day!","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=pyCkhPTU13w'}]",40,2016-06-02,Wow,https://genius.com/Beck-wow-lyrics,"[{'api_path': '/artists/988052', 'header_image_url': 'https://images.genius.com/093b19f6f7e7f769cfa0336bb38bfaf6.1000x563x1.jpg', 'id': 988052, 'image_url': 'https://images.genius.com/57d864c838ce1c215dcacc49854ee18a.297x297x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Cole M.G.N.', 'url': 'https://genius.com/artists/Cole-mgn'}, {'api_path': '/artists/2073', 'header_image_url': 'https://images.genius.com/42f49a97380eb52a485aaf2319cf27ae.633x356x1.jpg', 'id': 2073, 'image_url': 'https://images.genius.com/c8fe4cfd5bca1a4204b375d5afad1950.576x576x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Beck', 'url': 'https://genius.com/artists/Beck'}]",2016.0
590,"I like it when you sleep, for you are so beautiful yet so unaware of it",https://genius.com/albums/The-1975/I-like-it-when-you-sleep-for-you-are-so-beautiful-yet-so-unaware-of-it,The 1975,[],"[Verse 1] So I heard you found somebody else And at first, I thought it was a lie I took all my things that make sounds The rest I can do without  [Chorus] I don't want your body But I hate to think about you with somebody else Our love has gone cold You're intertwining your soul with somebody else I'm looking through you While you're looking through your phone And then leaving with somebody else No, I don't want your body But I'm picturing your body with somebody else (Else, else...)  [Post-Chorus] I don't want your body, I don't want your body I don't want your body, I don't want your body I don't want your body, I don't want your body I don't want your body, I don't want your body  [Verse 2] And C'mon baby (I know) This ain't the last time that I'll see your face And C'mon baby (I know) You said you'd find someone to take my place (Place, place)  [Pre-Chorus] I just don't believe that you have got it in you 'Cause we are just gonna keep “doin' it” and every time I start to believe in anything you're saying I'm reminded that I should be gettin' over it  [Chorus] I don't want your body But I hate to think about you with somebody else Our love has gone cold You're intertwining your soul with somebody else I'm looking through you While you're looking through your phone And then leaving with somebody else No, I don't want your body But I'm picturing your body with somebody else (Else, else...)  [Post-Chorus] I don't want your body, I don't want your body I don't want your body, I don't want your body I don't want your body, I don't want your body I don't want your body, I don't want your body  [Bridge] Get someone you love? Get someone you need? Fuck that, get money I can't give you my soul, 'cause we're never alone Get someone you love? Get someone you need? Fuck that, get money I can't give you my soul, 'cause we're never alone Get someone you love? Get someone you need? Fuck that, get money I can't give you my soul, 'cause we're never alone Get someone you love? Get someone you need? Fuck that, get money I can't give you my soul, 'cause we're never alone  [Chorus] I don't want your body (I don't want your body) But I hate to think about you with somebody else (I don't want your body) Our love has gone cold You're intertwining your soul with somebody else (I don't want your body) I'm looking through you While you're looking through your phone And then leaving with somebody else (I don't want your body) No, I don't want your body (I don't want your body) But I'm picturing your body with somebody else (I don't want your body)","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=Bimd2nZirT4'}, {'native_uri': 'spotify:track:5hc71nKsUgtwQ3z52KEKQk', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/5hc71nKsUgtwQ3z52KEKQk'}, {'attribution': 'the1975', 'provider': 'soundcloud', 'type': 'audio', 'url': 'https://soundcloud.com/the1975/somebody-else?in=the1975/sets/i-like-it-when-you-sleep-for-2'}]",41,2016-02-16,Somebody Else,https://genius.com/The-1975-somebody-else-lyrics,"[{'api_path': '/artists/619695', 'header_image_url': 'https://images.genius.com/b143bbebfe4808236bbbcf9cc7a7bdc0.1000x389x1.png', 'id': 619695, 'image_url': 'https://images.genius.com/9abc524644904c8f4ed175cb8fb9d005.222x222x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Ross MacDonald', 'url': 'https://genius.com/artists/Ross-macdonald'}, {'api_path': '/artists/378274', 'header_image_url': 'https://images.genius.com/b68049cd9f4708bf54ffd126aa3f653f.1000x513x1.jpg', 'id': 378274, 'image_url': 'https://images.genius.com/7f8177fe9022d69f7d03ba2be37d81ea.400x400x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Matthew Healy', 'url': 'https://genius.com/artists/Matthew-healy'}, {'api_path': '/artists/340430', 'header_image_url': 'https://images.genius.com/a9c1a3b72f153080701f76e99a47881b.400x600x1.jpg', 'id': 340430, 'image_url': 'https://images.genius.com/a9c1a3b72f153080701f76e99a47881b.400x600x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'George Daniel', 'url': 'https://genius.com/artists/George-daniel'}, {'api_path': '/artists/619694', 'header_image_url': 'https://images.genius.com/7923810f2d993bc81412d24c0892e8f9.300x250x1.png', 'id': 619694, 'image_url': 'https://images.genius.com/7923810f2d993bc81412d24c0892e8f9.300x250x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Adam Hann', 'url': 'https://genius.com/artists/Adam-hann'}]",2016.0
591,Revolution Radio,https://genius.com/albums/Green-day/Revolution-radio,Green Day,[],"[Intro] This is definitely not the first video to surface of an execution. The blue stash of men, they claimed responsibility for the executions. Described as severely mentally disturbed. It appears to show another hostage executed by the terrorist group. Deserve to be annihilated.  [Verse 1] I get my kicks and I wanna start a rager I wanna dance like I'm on the video I got a fever for the violent behavior I'm sweatin' bullets like a modern Romeo  [Chorus 1] Bang, bang, give me fame Shoot me up to entertain I am a semi-automatic lonely boy You're dead, I'm well fed Give me death or give me head Daddy's little psycho and mommy's little soldier  [Verse 2] I testify like a lullaby of memories Broadcasting live and it's on my radio I got my photobomb, I got my Vietnam I love a lie just like anybody else  [Chorus 2] Bang, bang, give me fame Shoot me up to entertain I am a semi-automatic lonely boy You're dead, I'm well fed Give me death or give me head Broadcasting from my room and playin' with my toys I wanna be a celebrity martyr The leading man in my own private drama Hoorah, bang, bang, hoorah, bang, bang, the hero of the hour Daddy's little psycho and mommy's little soldier  [Bridge] I wanna be like the soldiers on the screen It's my private movie (Holy War) Oh baby, baby, this is Viva Vendetta Oh this is love or it's World War Zero  [Chorus 2 - Revised] I wanna be a celebrity martyr The leading man in my own private drama Hoorah, bang, bang, hoorah, bang, bang, the hero of the hour Daddy's little psycho and mommy's little soldier I wanna be a celebrity martyr The leading man in my own private drama Hoorah, bang, bang, hoorah, bang, bang, the hero of the hour Daddy's little psycho and mommy's little soldier","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=mg5Bp_Gzs0s'}, {'native_uri': 'spotify:track:278Ao6KQDxWGGszv24uvhI', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/278Ao6KQDxWGGszv24uvhI'}]",42,2016-08-11,Bang Bang,https://genius.com/Green-day-bang-bang-lyrics,"[{'api_path': '/artists/619483', 'header_image_url': 'https://images.genius.com/1607a4060a0371007d4c98d7493bdfe8.400x600x1.jpg', 'id': 619483, 'image_url': 'https://images.genius.com/b3c481a3b13e988953a041a9481ec665.410x410x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Tré Cool', 'url': 'https://genius.com/artists/Tre-cool'}, {'api_path': '/artists/619482', 'header_image_url': 'https://images.genius.com/adfa290e6079c121956b25935ea3660f.300x347x1.jpg', 'id': 619482, 'image_url': 'https://images.genius.com/a74486d8f2d13b8f19d29b289e674112.360x360x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Mike Dirnt', 'url': 'https://genius.com/artists/Mike-dirnt'}, {'api_path': '/artists/55027', 'header_image_url': 'https://images.genius.com/20ab2875b2740664f1d2ce171d3d3068.851x315x1.jpg', 'id': 55027, 'image_url': 'https://images.genius.com/f95b0ae4c55b88cb1a74a5e25272ecd8.285x285x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Billie Joe Armstrong', 'url': 'https://genius.com/artists/Billie-joe-armstrong'}]",2016.0
592,Tell Me I'm Pretty,https://genius.com/albums/Cage-the-elephant/Tell-me-i-m-pretty,Cage The Elephant,[],"[Intro] Oh no, oh no, oh no, oh no  [Chorus] Ahhhhh (oh no) Ahhhhh (oh no) Ahhhhh (oh no) No, she don't mess around No, she don't mess around  [Verse 1] Oh St. Louis, California Blue eyes, yeah, she's comin' for ya Land of Mary, Charm City Oh lord, wish she was my baby You know she'll drive you crazy Yeah, she's comin' for ya No, she don't mess around No, she don't mess around  [Chorus] No, she don't mess around No, she don't mess around  [Verse 2] The heat is rising and only getting hotter, ready to blow I think I'll pour myself a glass of water, let it flow She'll show you what she's made of Yeah, she's comin' for ya She's gonna try to break ya Yeah, she's comin' for ya No, she don't mess around No, she don't mess around  [Chorus] Ahhhhh (oh no) Ahhhhh (oh no) Ahhhhh (oh no) No, she don't mess around No, she don't mess around  [Bridge] Oh no, oh no, oh no, oh no  [Chorus] Ahhhhh (oh no) Ahhhhh (oh no) Ahhhhh (oh no) No, she don't mess around No, she don't mess around  [Chorus] Ahhhhh (oh no) Ahhhhh (oh no) Ahhhhh (oh no) No, she don't mess around No, she don't mess around  [Outro] No, she don't mess around","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=Wl7cF9bwNHE'}, {'native_uri': 'spotify:track:6AIrvhduCLZnhskALBzdIw', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/6AIrvhduCLZnhskALBzdIw'}]",43,2015-10-29,Mess Around,https://genius.com/Cage-the-elephant-mess-around-lyrics,"[{'api_path': '/artists/874861', 'header_image_url': 'https://images.genius.com/0423efd4cdfe06b562e01d1167b0f02e.1000x390x1.jpg', 'id': 874861, 'image_url': 'https://images.genius.com/bf381f107b1eccd24382c06f8481f090.473x473x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Matt Shultz', 'url': 'https://genius.com/artists/Matt-shultz'}, {'api_path': '/artists/874860', 'header_image_url': 'https://images.genius.com/02a8e18f3b940920e0060ea1a40cb14b.1000x521x1.jpg', 'id': 874860, 'image_url': 'https://images.genius.com/a89d90c78028e68f4ea60a01256ba7ae.996x996x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Daniel Tichenor', 'url': 'https://genius.com/artists/Daniel-tichenor'}, {'api_path': '/artists/874858', 'header_image_url': 'https://images.genius.com/a9b9558917d6b4628add6d4ea2e22523.1000x308x1.jpg', 'id': 874858, 'image_url': 'https://images.genius.com/d2eb30feb5940be809ca6ffe2d47a74e.670x670x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Brad Shultz', 'url': 'https://genius.com/artists/Brad-shultz'}, {'api_path': '/artists/874857', 'header_image_url': 'https://images.genius.com/5c3ebf3307b4781aaa939fa2c7d85e86.1000x424x1.jpg', 'id': 874857, 'image_url': 'https://images.genius.com/d42337be0862d8d384d3ce65dacefc55.469x469x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Jared Champion', 'url': 'https://genius.com/artists/Jared-champion'}]",2016.0
593,Signs of Light,https://genius.com/albums/The-head-and-the-heart/Signs-of-light,The Head And The Heart,[],"[Verse 1] When I wake up in the morning I see nothing For miles and miles and miles When I sleep in the evening, oh lord There she goes, only in dreams She's only in dreams Well, well my love We've been here before Don't drag me through this again We tried everything under the sun  [Pre-Chorus] Now I'm trying to wake up from this I'm trying to make up for it  [Chorus] All we ever do is all we ever knew La la la la la la La la la la la la La la la la la La la la la la la La la la la la la La la la la la  [Verse 2] You don't see why you would there's no love to give Well what goes around comes around I know sometimes you get so caught in a dream But now it's time to wake up from this It's time to make up for it  [Pre-Chorus] It's time to wake up from this Yes it's time to wake up from this It's time to make up for it  [Chorus] All we ever do (all we ever do) is all we ever knew La la la la la la La la la la la la La la la la la la  [Bridge] I'm feeling low, feeling high Feeling down, why isn't this enough? I'm feeling low, feeling high Feeling down, why isn't this enough?  [Chorus] All we ever do is all we ever knew All we ever do It's time to wake up from this La la la la la la La la la la la la La la la la la La la la la la la La la la la la la La la la la la La la la la la la La la la la la la La la la la la","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=WxyBhnbV77E'}]",44,2016-06-03,All We Ever Knew,https://genius.com/The-head-and-the-heart-all-we-ever-knew-lyrics,"[{'api_path': '/artists/23881', 'header_image_url': 'https://images.genius.com/aabb845519d70fc07d02ad1b35b0ae46.1000x750x1.jpg', 'id': 23881, 'image_url': 'https://images.genius.com/aabb845519d70fc07d02ad1b35b0ae46.1000x750x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Head and the Heart', 'url': 'https://genius.com/artists/The-head-and-the-heart'}]",2016.0
594,All My Friends We're Glorious: Death of a Bachelor Tour Live,https://genius.com/albums/Panic-at-the-disco/All-my-friends-we-re-glorious-death-of-a-bachelor-tour-live,Panic! At The Disco,[],"[Intro] Is this the real life? Is this just fantasy? Caught in a landslide, no escape from reality Open your eyes, look up to the skies and see I'm just a poor boy, I need no sympathy Because I'm easy come, easy go, little high, little low Any way the wind blows doesn't really matter to me, to me  [Verse 1] Mama, just killed a man Put a gun against his head Pulled my trigger, now he's dead Mama, life had just begun But now I've gone and thrown it all away Mama, ooh, didn't mean to make you cry If I'm not back again this time tomorrow Carry on, carry on as if nothing really matters Too late, my time has come Sends shivers down my spine, body's aching all the time Goodbye, everybody, I've got to go Gotta leave you all behind and face the truth Mama, ooh I don't want to die I sometimes wish I'd never been born at all  [Solo]  [Verse 2] I see a little silhouetto of a man Scaramouche, Scaramouche, will you do the Fandango Thunderbolt and lightning, very, very fright'ning me (Galileo) Galileo, (Galileo) Galileo, Galileo figaro magnifico I'm just a poor boy, nobody loves me He's just a poor boy from a poor family Spare him his life from this monstrosity Easy come, easy go, will you let me go? Bismillah! No, we will not let you go (Let him go) Bismillah! We will not let you go (Let him go) Bismillah! We will not let you go (Let me go) Will not let you go (Let me go) Will not let you go (Let me go) Ah, no, no, no, no, no, no, no (Oh mamma mia, mamma mia) Mamma mia, let me go Beelzebub has a devil put aside for me, for me, for me  [Verse 3] So you think you can stone me and spit in my eye? So you think you can love me and leave me to die? Oh, baby, can't do this to me, baby! Just gotta get out, just gotta get right outta here!  [Outro] Nothing really matters, anyone can see Nothing really matters Nothing really matters to me Any way the wind blows","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=kT1t4jVmv7E'}]",45,2016-08-05,Bohemian Rhapsody,https://genius.com/Panic-at-the-disco-bohemian-rhapsody-lyrics,"[{'api_path': '/artists/60493', 'header_image_url': 'https://images.genius.com/b98f807db00e79890df6636f5096f392.570x448x1.jpg', 'id': 60493, 'image_url': 'https://images.genius.com/27a4dfc9ecce8af0a793c23cf52db418.620x813x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Freddie Mercury', 'url': 'https://genius.com/artists/Freddie-mercury'}]",2016.0
595,Threat to Survival,https://genius.com/albums/Shinedown/Threat-to-survival,Shinedown,[],"[Intro] That’s the state of my, state of my, state of my head That’s the state of my, state of my, state of my head  [Verse 1] It’s been a long, bumpy ride sittin’ back in the saddle It’s time to get down, dirty up our knees in the battle Come on, round up the boys, gonna make the walls rattle Oh, our flag is tattered And our bones are shattered But it doesn’t matter ‘Cause we’re movin’ forward  [Pre-Chorus] Round ‘em up, round ‘em up, let’s go Round ‘em up, let’s go  [Chorus] Oh, my eyes are seein’ red Double vision from the blood we’ve shed The only way I’m leavin’ is dead That’s the state of my, state of my, state of my head They don’t know, where we’ve been We got that concrete street skin The only way I’m leavin’ is dead That’s the state of my, state of my, state of my head  [Post-Chorus] That’s the state of my, state of my, state of my head  [Verse 2] We’ve been shot up, beat up by the fallin’ of the arrows (arrows, arrows, arrows) Yeah, I’m full of deep cuts right down to the marrow But there’s no doubt we’ll get out from the bottom of the barrel (barrel) Oh, our flag is tattered And my bones are shattered But it doesn’t matter ‘Cause we’re movin’ forward  [Pre-Chorus] Round ‘em up, round ‘em up, let’s go Round ‘em up, let’s go  [Chorus] Oh, my eyes are seein’ red Double vision from the blood we’ve shed The only way I’m leavin’ is dead That’s the state of my, state of my, state of my head They don’t know, where we’ve been We got that concrete street skin The only way I’m leavin’ is dead That’s the state of my, state of my, state of my head  [Post-Chorus] That’s the state of my, state of my, state of my head That’s the state of my, state of my, state of my head  [Bridge] Can you hear me now? Can you hear me now? I’m comin’ back for more Do you feel me now? Do you feel me now? I’m breakin’ down your door I’m not speakin’ under my breath ‘Cause the harder you push, the rougher I get ‘Cause I’m not shakin’, when the earth starts quakin’ Got my own foundation with no hesitation and the  [Chorus] Oh, my eyes are seein’ red Double vision from the blood we’ve shed The only way I’m leavin’ is dead That’s the state of my, state of my, state of my head They don’t know, where we’ve been We got that concrete street skin The only way I’m leavin’ is dead That’s the state of my, state of my, state of my head  [Outro] The only way I’m leavin’ is dead That’s the state of my, state of my, state of my head The only way I’m leavin’ is dead That’s the state of my, state of my, state of my head","[{'native_uri': 'spotify:track:1fnULsZuORnAgCFFbM8nTZ', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/1fnULsZuORnAgCFFbM8nTZ'}, {'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=n5TtDzRKQFI'}]",46,2015-09-18,State Of My Head,https://genius.com/Shinedown-state-of-my-head-lyrics,"[{'api_path': '/artists/960465', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1557325849', 'id': 960465, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1557325849', 'is_meme_verified': False, 'is_verified': False, 'name': 'Ethan Thompson', 'url': 'https://genius.com/artists/Ethan-thompson'}, {'api_path': '/artists/851231', 'header_image_url': 'https://images.genius.com/fc6cad7aea4996e0725bd69bac657c54.600x433x1.jpg', 'id': 851231, 'image_url': 'https://images.genius.com/ced6ab4ad77a0d2f79f2b2556a057aad.240x240x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Pete Nappi', 'url': 'https://genius.com/artists/Pete-nappi'}, {'api_path': '/artists/59119', 'header_image_url': 'https://images.genius.com/56f7ad553a1b5b6ca5d7065b5baca080.225x225x1.jpg', 'id': 59119, 'image_url': 'https://images.genius.com/56f7ad553a1b5b6ca5d7065b5baca080.225x225x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Jayson DeZuzio', 'url': 'https://genius.com/artists/Jayson-dezuzio'}, {'api_path': '/artists/960464', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1557325849', 'id': 960464, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1557325849', 'is_meme_verified': False, 'is_verified': False, 'name': 'Carlo Colasacco', 'url': 'https://genius.com/artists/Carlo-colasacco'}, {'api_path': '/artists/351336', 'header_image_url': 'https://images.genius.com/e25afe8693b89a8ab32022714939d063.370x370x1.jpg', 'id': 351336, 'image_url': 'https://images.genius.com/e25afe8693b89a8ab32022714939d063.370x370x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Brent Smith', 'url': 'https://genius.com/artists/Brent-smith'}]",2016.0
596,Seal the Deal & Let's Boogie,https://genius.com/albums/Volbeat/Seal-the-deal-let-s-boogie,Volbeat,[],"[Verse 1] Falling from the sky, they're cast out from the heaven's light Drenching the soil with blood, baptized in the fire hole  [Chorus] The Devil's spawn no longer breathes Descending angels and fallen kings Raise your hands, what do you hold? The Devil's bleeding crown!  [Verse 2] Call upon it's Father, bless the goat, the womanizer Take him to Astaroth, Inanna's temple of Uruk  [Chorus] The Devil's spawn no longer breathes Descending angels and fallen kings Raise your hands, what do you hold? The Devil's bleeding crown!  [Guitar Solo]  [Verse 3] They gathered all the children outside the church And never would they know what went on in there Close the door and hear all the angels scream ""Oh mercy, mercy, mercy, oh mercy, please!"" Down, down, down Down below you can hear his hoof digging through the ground Oh Lord, Lord, Lord The horned one is back and he wants his crown!  [Chorus] The Devil's spawn no longer breathes Descending angels and fallen kings Raise your hands, what do you hold? The Devil's bleeding crown!","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=YlWke6jK4rI'}]",47,2016-06-03,The Devil's Bleeding Crown,https://genius.com/Volbeat-the-devils-bleeding-crown-lyrics,"[{'api_path': '/artists/664303', 'header_image_url': 'https://images.genius.com/1f9d0d743a83d3f720c78be84798e7b9.1000x1000x1.png', 'id': 664303, 'image_url': 'https://images.genius.com/09496812c7ed7ea2987376093061441e.236x236x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Michael Poulsen', 'url': 'https://genius.com/artists/Michael-poulsen'}]",2016.0
597,What Went Down,https://genius.com/albums/Foals/What-went-down,Foals,[],"[Verse 1] I see a mountain at my gates I see it more and more each day What I give, it takes away Whether I go or when I stay  [Verse 2] I see a mountain at my gates I see it more and more each day I see a fire out by the lake I'll drive my car without the brakes  [Verse 3] I see a mountain in my way It's looming larger by the day I see a darkness in my fate I'll drive my car without the brakes  [Chorus] Oh, gimme some time Show me the foothold from which I can climb Yeah, when I feel low You show me a signpost for where I should go  [Verse 4] I see a mountain at my gates I see it more and more each day And my desire wears a dark dress But each day, I see you less  [Chorus] Oh, gimme some time Show me the foothold from which I can climb Yeah, when I feel low You show me a signpost for where I should go  [Bridge] Through lanes and stone rows Black granite, wind blows Fire lake and far flame Go now but come again Dark clouds gather 'round Will I run or stand my ground?  [Chorus Variation] Oh, when I come to climb Show me the mountain so far behind Yeah, it's farther away Its shadow gets smaller day after day  [Outro] Yeah, gimme my way Gimme my love Gimme my choice You keep me coming around Gimme my fate Gimme my lungs Gimme my voice You keep me coming around Gimme my lungs Gimme my, gimme my, gimme my, gimme my Gimme my, gimme my, gimme my, gimme my, gimme my way Gimme my fate Gimme my lungs Gimme my choice You keep me coming round","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=l_EIE5f2t6M'}]",48,2015-07-21,Mountain At My Gates,https://genius.com/Foals-mountain-at-my-gates-lyrics,"[{'api_path': '/artists/1020497', 'header_image_url': 'https://images.genius.com/0311a3f14b810b424b9594fcaf7c3331.831x336x1.png', 'id': 1020497, 'image_url': 'https://images.genius.com/1c1387b4876be54bc8ffc464fbd496a1.549x549x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Yannis Philippakis', 'url': 'https://genius.com/artists/Yannis-philippakis'}, {'api_path': '/artists/20414', 'header_image_url': 'https://images.genius.com/04ee5ce55159177b16eb44d6784bc17f.1000x500x1.jpg', 'id': 20414, 'image_url': 'https://images.genius.com/816c535041c2b37a95067116679492bc.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Foals', 'url': 'https://genius.com/artists/Foals'}]",2016.0
598,Dopamine,https://genius.com/albums/Brns/Dopamine,BORNS,[],"[Verse 1] Candy, she's sweet like candy in my veins Baby, I'm dying for another taste  [Pre-Chorus] And every night my mind is running around her Thunder's getting louder and louder  [Chorus] Baby you're like lightning in a bottle I can't let you go now that I got it And all I need is to be struck By your electric love Baby your electric love Electric love  [Verse 2] Drown me (Drown me), you make my heart beat like the rain Surround me, hold me deep beneath your waves  [Pre-Chorus] And every night my mind is running around her Thunder's getting louder and louder and louder  [Chorus] Baby you're like lightning in a bottle I can't let you go now that I got it And all I need is to be struck By your electric love Baby your electric love Electric love  [Bridge] Rushing through me Feel your energy rushing through me Feel your energy rushing through me  [Chorus] Baby you're like lightning in a bottle I can't let you go now that I got it And all I need is to be struck by your electric love Baby your electric love Baby you're electric  [Click here to learn more about the making of ""Electric Love""]","[{'provider': 'youtube', 'start': 0, 'type': 'video', 'url': 'http://www.youtube.com/watch?v=RYr96YYEaZY'}, {'native_uri': 'spotify:track:2GiJYvgVaD2HtM8GqD9EgQ', 'provider': 'spotify', 'type': 'audio', 'url': 'https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ'}, {'attribution': 'bornsmusic', 'provider': 'soundcloud', 'type': 'audio', 'url': 'https://soundcloud.com/bornsmusic/borns-electric-love-preview'}]",49,2014-11-10,Electric Love,https://genius.com/Brns-electric-love-lyrics,"[{'api_path': '/artists/338528', 'header_image_url': 'https://images.genius.com/e043f990097e1208530c55bd4322305f.466x466x1.jpg', 'id': 338528, 'image_url': 'https://images.genius.com/e043f990097e1208530c55bd4322305f.466x466x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Tommy English', 'url': 'https://genius.com/artists/Tommy-english'}, {'api_path': '/artists/670702', 'header_image_url': 'https://images.genius.com/3dfdd0caee298ff90b46463c85a99b3d.854x480x1.jpg', 'id': 670702, 'image_url': 'https://images.genius.com/07e2381a49647e9ad739d277b9168726.749x749x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Josh Moran', 'url': 'https://genius.com/artists/Josh-moran'}, {'api_path': '/artists/240008', 'header_image_url': 'https://images.genius.com/967a37295770e4cea9012d104994d8f9.1000x370x1.png', 'id': 240008, 'image_url': 'https://images.genius.com/414fa2de528ce0d78bf8a796aeeb014d.1000x1000x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'BØRNS', 'url': 'https://genius.com/artists/Brns', 'iq': 8040}, {'api_path': '/artists/670701', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1557325849', 'id': 670701, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1557325849', 'is_meme_verified': False, 'is_verified': False, 'name': 'Nicholas Long', 'url': 'https://genius.com/artists/Nicholas-long'}]",2016.0
